cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,staff_pick,spotlight,category & sub-category,category,subcategory,subcategory_id
985,2184,Ramos and Sons,Extended responsive Internet solution,100,100,failed,1,GB,GBP,2021-06-11 05:00:00+00:00,2021-06-28 05:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
487,2170,Lane-Barber,Universal value-added moderator,3600,3600,successful,270,US,USD,2021-03-08 06:00:00+00:00,2021-07-22 05:00:00+00:00,True,True,publishing/nonfiction,publishing,nonfiction,subcat10
1496,1478,Lowery Group,Sharable motivating emulation,5800,5800,canceled,114,US,USD,2020-12-24 06:00:00+00:00,2021-08-29 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
3054,6163,Guerrero-Griffin,Networked web-enabled product,4700,4700,successful,137,US,USD,2021-06-10 05:00:00+00:00,2022-01-08 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
501,1889,"Perez, Reed and Lee",Advanced dedicated encoding,70400,70400,successful,3205,US,USD,2020-09-01 05:00:00+00:00,2021-07-09 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
632,5912,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,4500,successful,288,DK,DKK,2021-03-17 05:00:00+00:00,2021-08-10 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1253,2537,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,1300,successful,148,US,USD,2021-01-23 06:00:00+00:00,2021-11-08 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
665,2118,Callahan-Gilbert,Profit-focused motivating function,1400,1400,successful,114,US,USD,2020-05-20 05:00:00+00:00,2021-03-06 06:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
2505,3234,Logan-Miranda,Proactive systemic firmware,29600,29600,successful,1518,CA,CAD,2021-11-02 05:00:00+00:00,2021-11-10 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
1519,3842,Rodriguez PLC,Grass-roots upward-trending installation,167500,167500,failed,1274,US,USD,2020-01-19 06:00:00+00:00,2021-03-14 06:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
1920,3032,Smith-Kennedy,Virtual heuristic hub,48300,48300,failed,210,IT,EUR,2021-08-21 05:00:00+00:00,2021-11-19 06:00:00+00:00,False,True,games/video games,games,video games,subcat12
2782,3238,Mitchell-Lee,Customizable leadingedge model,2200,2200,successful,166,US,USD,2021-07-03 05:00:00+00:00,2021-07-22 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2089,2059,Davis Ltd,Upgradable uniform service-desk,3500,3500,successful,100,AU,AUD,2021-04-22 05:00:00+00:00,2021-07-19 05:00:00+00:00,False,False,music/jazz,music,jazz,subcat18
2607,5238,Rowland PLC,Inverse client-driven product,5600,5600,successful,235,US,USD,2020-07-22 05:00:00+00:00,2021-07-15 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2464,2578,Shaffer-Mason,Managed bandwidth-monitored system engine,1100,1100,successful,148,US,USD,2021-09-27 05:00:00+00:00,2021-11-24 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
335,4789,Matthews LLC,Advanced transitional help-desk,3900,3900,successful,198,US,USD,2020-09-05 05:00:00+00:00,2021-04-21 05:00:00+00:00,True,True,music/indie rock,music,indie rock,subcat8
1973,2357,Montgomery-Castro,De-engineered disintermediate encryption,43800,43800,failed,248,AU,AUD,2021-01-26 06:00:00+00:00,2022-01-18 06:00:00+00:00,False,False,film & video/science fiction,film & video,science fiction,subcat23
1006,1235,"Hale, Pearson and Jenkins",Upgradable attitude-oriented project,97200,97200,failed,513,US,USD,2020-12-17 06:00:00+00:00,2021-05-27 05:00:00+00:00,False,False,publishing/translations,publishing,translations,subcat19
2678,3558,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,4800,successful,150,US,USD,2020-10-01 05:00:00+00:00,2021-08-11 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2103,1707,Johnson-Morales,Devolved 24hour forecast,125600,125600,failed,3410,US,USD,2021-01-26 06:00:00+00:00,2021-01-30 06:00:00+00:00,False,False,games/video games,games,video games,subcat12
627,2842,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,4300,successful,216,IT,EUR,2021-02-17 06:00:00+00:00,2021-06-02 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2242,5318,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,5600,canceled,26,US,USD,2020-07-04 05:00:00+00:00,2021-02-14 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2711,1620,Johnson-Pace,Persistent 3rdgeneration moratorium,149600,149600,successful,5139,US,USD,2021-07-10 05:00:00+00:00,2022-01-12 06:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
1210,4998,"Meza, Kirby and Patel",Cross-platform empowering project,53100,53100,successful,2353,US,USD,2021-04-12 05:00:00+00:00,2021-04-21 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
692,3111,Gonzalez-Snow,Polarized user-facing interface,5000,5000,successful,78,IT,EUR,2020-12-21 06:00:00+00:00,2021-12-01 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
864,1424,Murphy LLC,Customer-focused non-volatile framework,9400,9400,failed,10,US,USD,2021-02-21 06:00:00+00:00,2021-06-16 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1349,3244,Taylor-Rowe,Synchronized multimedia frame,110800,110800,failed,2201,US,USD,2021-06-08 05:00:00+00:00,2021-11-23 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1582,4643,Henderson Ltd,Open-architected stable algorithm,93800,93800,failed,676,US,USD,2020-11-30 06:00:00+00:00,2021-05-07 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2862,6132,Moss-Guzman,Cross-platform optimizing website,1300,1300,successful,174,CH,CHF,2020-09-08 05:00:00+00:00,2021-02-13 06:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
23,3790,Webb Group,Public-key actuating projection,108700,108700,failed,831,US,USD,2020-12-18 06:00:00+00:00,2021-03-14 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
526,1312,Brooks-Rodriguez,Implemented intangible instruction set,5100,5100,successful,164,US,USD,2021-02-19 06:00:00+00:00,2021-04-09 05:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
2134,5686,Thomas Ltd,Cross-group interactive architecture,8700,8700,canceled,56,CH,CHF,2021-11-15 06:00:00+00:00,2021-12-26 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
422,2111,Williams and Sons,Centralized asymmetric framework,5100,5100,successful,161,US,USD,2021-03-07 06:00:00+00:00,2021-06-15 05:00:00+00:00,False,True,film & video/animation,film & video,animation,subcat11
988,5685,"Vega, Chan and Carney",Down-sized systematic utilization,7400,7400,successful,138,US,USD,2021-04-18 05:00:00+00:00,2021-11-18 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
812,1905,Byrd Group,Profound fault-tolerant model,88900,88900,successful,3308,US,USD,2021-09-25 05:00:00+00:00,2021-09-28 05:00:00+00:00,False,False,technology/web,technology,web,subcat3
1589,3271,"Peterson, Fletcher and Sanchez",Multi-channeled bi-directional moratorium,6700,6700,successful,127,AU,AUD,2021-10-07 05:00:00+00:00,2021-11-16 06:00:00+00:00,False,True,film & video/animation,film & video,animation,subcat11
2504,4178,Smith-Brown,Object-based content-based ability,1500,1500,successful,207,IT,EUR,2020-12-01 06:00:00+00:00,2021-07-19 05:00:00+00:00,False,True,music/jazz,music,jazz,subcat18
1707,3275,Vance-Glover,Progressive coherent secured line,61200,61200,failed,859,CA,CAD,2021-02-27 06:00:00+00:00,2021-11-06 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
3138,5713,Joyce PLC,Synchronized directional capability,3600,3600,live,31,US,USD,2020-09-25 05:00:00+00:00,2021-05-18 05:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
120,3339,Kennedy-Miller,Cross-platform composite migration,9000,9000,failed,45,US,USD,2020-03-08 06:00:00+00:00,2021-03-25 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
265,5585,White-Obrien,Operative local pricing structure,185900,185900,canceled,1113,US,USD,2021-11-26 06:00:00+00:00,2021-12-31 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2499,4407,"Stafford, Hess and Raymond",Optional web-enabled extranet,2100,2100,failed,6,US,USD,2021-09-23 05:00:00+00:00,2022-01-18 06:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
127,1941,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,2000,failed,7,US,USD,2021-08-12 05:00:00+00:00,2021-10-04 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1705,4690,"Rodriguez, Cox and Rodriguez",Networked disintermediate leverage,1100,1100,successful,181,CH,CHF,2020-06-09 05:00:00+00:00,2021-05-01 05:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
415,3607,Welch Inc,Optional optimal website,6600,6600,successful,110,US,USD,2021-10-06 05:00:00+00:00,2021-12-18 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
3042,2670,Vasquez Inc,Stand-alone asynchronous functionalities,7100,7100,failed,31,US,USD,2020-12-02 06:00:00+00:00,2021-07-02 05:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
2098,5261,Freeman-Ferguson,Profound full-range open system,7800,7800,failed,78,US,USD,2021-02-10 06:00:00+00:00,2021-04-14 05:00:00+00:00,False,True,games/mobile games,games,mobile games,subcat21
1015,4121,"Houston, Moore and Rogers",Optional tangible utilization,7600,7600,successful,185,US,USD,2021-08-12 05:00:00+00:00,2021-11-23 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
2454,4620,Small-Fuentes,Seamless maximized product,3400,3400,successful,121,US,USD,2020-04-11 05:00:00+00:00,2021-01-28 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
662,4630,Reid-Day,Devolved tertiary time-frame,84500,84500,failed,1225,GB,GBP,2021-07-13 05:00:00+00:00,2021-08-29 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
751,3440,Wallace LLC,Centralized regional function,100,100,failed,1,CH,CHF,2021-06-17 05:00:00+00:00,2021-07-16 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2336,3572,Olson-Bishop,User-friendly high-level initiative,2300,2300,successful,106,US,USD,2020-11-04 06:00:00+00:00,2021-10-29 05:00:00+00:00,False,True,photography/photography books,photography,photography books,subcat15
1757,5306,"Rodriguez, Anderson and Porter",Reverse-engineered zero-defect infrastructure,6200,6200,successful,142,US,USD,2020-09-30 05:00:00+00:00,2021-09-07 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
2779,5122,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6100,successful,233,US,USD,2020-07-17 05:00:00+00:00,2021-07-12 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1698,1368,English-Mccullough,Business-focused discrete software,2600,2600,successful,218,US,USD,2021-05-31 05:00:00+00:00,2021-09-19 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
550,5370,Smith-Nguyen,Advanced intermediate Graphic Interface,9700,9700,failed,67,AU,AUD,2021-01-18 06:00:00+00:00,2021-06-12 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
746,5636,Harmon-Madden,Adaptive holistic hub,700,700,successful,76,US,USD,2020-10-04 05:00:00+00:00,2021-07-30 05:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
906,6033,Walker-Taylor,Automated uniform concept,700,700,successful,43,US,USD,2021-05-25 05:00:00+00:00,2021-09-11 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
3098,3599,"Harris, Medina and Mitchell",Enhanced regional flexibility,5200,5200,failed,19,US,USD,2021-01-02 06:00:00+00:00,2021-05-11 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
1052,5566,Williams and Sons,Public-key bottom-line algorithm,140800,140800,failed,2108,CH,CHF,2020-07-12 05:00:00+00:00,2021-03-27 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1073,1873,Ball-Fisher,Multi-layered intangible instruction set,6400,6400,successful,221,US,USD,2020-08-19 05:00:00+00:00,2021-01-28 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1327,3904,"Page, Holt and Mack",Fundamental methodical emulation,92500,92500,failed,679,US,USD,2021-08-01 05:00:00+00:00,2021-10-14 05:00:00+00:00,False,True,games/video games,games,video games,subcat12
1849,4453,Landry Group,Expanded value-added hardware,59700,59700,successful,2805,CA,CAD,2020-12-17 06:00:00+00:00,2021-06-11 05:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
1550,5481,Buckley Group,Diverse high-level attitude,3200,3200,successful,68,US,USD,2020-11-29 06:00:00+00:00,2021-03-01 06:00:00+00:00,False,False,games/video games,games,video games,subcat12
2139,2987,Vincent PLC,Visionary 24hour analyzer,3200,3200,failed,36,DK,DKK,2021-08-13 05:00:00+00:00,2021-12-26 06:00:00+00:00,False,True,music/rock,music,rock,subcat2
2442,2431,Watson-Douglas,Centralized bandwidth-monitored leverage,9000,9000,successful,183,CA,CAD,2021-03-29 05:00:00+00:00,2021-11-27 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
108,4158,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,2300,successful,133,US,USD,2020-12-06 06:00:00+00:00,2021-02-27 06:00:00+00:00,True,True,theater/plays,theater,plays,subcat4
322,3753,Alvarez-Bauer,Front-line intermediate moderator,51300,51300,successful,2489,IT,EUR,2020-10-25 05:00:00+00:00,2021-04-24 05:00:00+00:00,False,True,publishing/nonfiction,publishing,nonfiction,subcat10
2060,4391,Martinez LLC,Automated local secured line,700,700,successful,69,US,USD,2021-11-10 06:00:00+00:00,2022-01-12 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
589,2026,Buck-Khan,Integrated bandwidth-monitored alliance,8900,8900,failed,47,US,USD,2021-02-02 06:00:00+00:00,2021-09-26 05:00:00+00:00,True,False,games/video games,games,video games,subcat12
198,4547,"Valdez, Williams and Meyer",Cross-group heuristic forecast,1500,1500,successful,279,GB,GBP,2021-02-13 06:00:00+00:00,2021-12-04 06:00:00+00:00,False,True,music/rock,music,rock,subcat2
1485,2798,Alvarez-Andrews,Extended impactful secured line,4900,4900,successful,210,US,USD,2021-01-08 06:00:00+00:00,2021-11-09 06:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
2136,4732,Stewart and Sons,Distributed optimizing protocol,54000,54000,successful,2100,US,USD,2020-02-17 06:00:00+00:00,2021-01-07 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
3200,5126,Dyer Inc,Secured well-modulated system engine,4100,4100,successful,252,US,USD,2021-01-01 06:00:00+00:00,2021-04-05 05:00:00+00:00,True,True,music/rock,music,rock,subcat2
2693,5151,"Anderson, Williams and Cox",Streamlined national benchmark,85000,85000,successful,1280,US,USD,2020-07-21 05:00:00+00:00,2021-03-11 06:00:00+00:00,False,True,publishing/nonfiction,publishing,nonfiction,subcat10
1335,2134,Solomon PLC,Open-architected 24/7 infrastructure,3600,3600,successful,157,GB,GBP,2020-05-31 05:00:00+00:00,2021-05-13 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
1171,5786,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,2800,successful,194,US,USD,2021-01-30 06:00:00+00:00,2021-09-14 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1935,5515,"Miranda, Martinez and Lowery",Innovative actuating artificial intelligence,2300,2300,successful,82,AU,AUD,2020-09-30 05:00:00+00:00,2021-03-29 05:00:00+00:00,False,True,film & video/drama,film & video,drama,subcat7
1097,4530,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,7100,failed,70,US,USD,2021-02-12 06:00:00+00:00,2021-06-29 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1307,4088,Baker-Higgins,Vision-oriented scalable portal,9600,9600,failed,154,US,USD,2020-12-17 06:00:00+00:00,2021-07-16 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1300,3667,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,121600,121600,failed,22,US,USD,2021-09-29 05:00:00+00:00,2021-11-21 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2587,3286,Ward PLC,Front-line bottom-line Graphic Interface,97100,97100,successful,4233,US,USD,2020-05-05 05:00:00+00:00,2021-03-12 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
964,4804,"Bradley, Beck and Mayo",Synergized fault-tolerant hierarchy,43200,43200,successful,1297,DK,DKK,2020-10-28 05:00:00+00:00,2021-08-14 05:00:00+00:00,True,False,publishing/translations,publishing,translations,subcat19
1093,5768,"Levine, Martin and Hernandez",Expanded asynchronous groupware,6800,6800,successful,165,DK,DKK,2021-02-01 06:00:00+00:00,2021-05-29 05:00:00+00:00,False,False,publishing/translations,publishing,translations,subcat19
1199,6098,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,7300,7300,successful,119,US,USD,2021-06-15 05:00:00+00:00,2021-07-20 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2259,2508,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200,86200,failed,1758,US,USD,2020-05-06 05:00:00+00:00,2021-02-09 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
1169,5779,Macias Inc,Optimized didactic intranet,8100,8100,failed,94,US,USD,2020-09-02 05:00:00+00:00,2021-08-06 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2575,1717,Cook-Ortiz,Right-sized dedicated standardization,17700,17700,successful,1797,US,USD,2021-06-11 05:00:00+00:00,2021-08-22 05:00:00+00:00,False,False,music/jazz,music,jazz,subcat18
1889,3368,Jordan-Fischer,Vision-oriented high-level extranet,6400,6400,successful,261,US,USD,2021-03-23 05:00:00+00:00,2021-09-23 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2267,4265,Pierce-Ramirez,Organized scalable initiative,7700,7700,successful,157,US,USD,2021-09-19 05:00:00+00:00,2021-11-01 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
78,4455,Howell and Sons,Enhanced regional moderator,116300,116300,successful,3533,US,USD,2021-05-10 05:00:00+00:00,2021-11-19 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
55,2940,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100,9100,successful,155,US,USD,2020-10-11 05:00:00+00:00,2021-03-10 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
725,6144,Lawson and Sons,Reverse-engineered multi-tasking product,1500,1500,successful,132,IT,EUR,2021-03-21 05:00:00+00:00,2021-05-25 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
1927,3657,Porter-Hicks,De-engineered next generation parallelism,8800,8800,failed,33,US,USD,2021-02-22 06:00:00+00:00,2021-06-21 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
398,1537,Rodriguez-Hansen,Intuitive cohesive groupware,8800,8800,canceled,94,US,USD,2021-09-15 05:00:00+00:00,2021-10-26 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
2554,2116,Williams LLC,Up-sized high-level access,69900,69900,successful,1354,GB,GBP,2021-11-17 06:00:00+00:00,2021-11-28 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
2293,5102,"Cooper, Stanley and Bryant",Phased empowering success,1000,1000,successful,48,US,USD,2021-06-07 05:00:00+00:00,2021-11-30 06:00:00+00:00,True,True,technology/web,technology,web,subcat3
2978,5815,"Miller, Glenn and Adams",Distributed actuating project,4700,4700,successful,110,US,USD,2021-03-22 05:00:00+00:00,2021-06-09 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
1443,4250,"Cole, Salazar and Moreno",Robust motivating orchestration,3200,3200,successful,172,US,USD,2020-02-01 06:00:00+00:00,2021-02-08 06:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
342,4533,Jones-Ryan,Vision-oriented uniform instruction set,6700,6700,successful,307,US,USD,2021-03-27 05:00:00+00:00,2021-10-09 05:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
1719,3329,"Hood, Perez and Meadows",Cross-group upward-trending hierarchy,100,100,failed,1,US,USD,2020-04-04 05:00:00+00:00,2021-03-11 06:00:00+00:00,True,False,music/rock,music,rock,subcat2
2004,3606,Bright and Sons,Object-based needs-based info-mediaries,6000,6000,successful,160,US,USD,2021-10-23 05:00:00+00:00,2021-11-20 06:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
784,4749,Brady Ltd,Open-source reciprocal standardization,4900,4900,failed,31,US,USD,2020-09-28 05:00:00+00:00,2021-03-31 05:00:00+00:00,False,True,games/video games,games,video games,subcat12
3061,2222,Collier LLC,Secured well-modulated projection,17100,17100,successful,1467,CA,CAD,2020-09-09 05:00:00+00:00,2021-09-05 05:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
559,1939,"Campbell, Thomas and Obrien",Multi-channeled secondary middleware,171000,171000,successful,2662,CA,CAD,2021-07-15 05:00:00+00:00,2021-10-23 05:00:00+00:00,False,False,publishing/fiction,publishing,fiction,subcat14
978,2456,Moses-Terry,Horizontal clear-thinking framework,23400,23400,successful,452,AU,AUD,2021-04-06 05:00:00+00:00,2021-07-20 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1387,2794,Williams and Sons,Profound composite core,2400,2400,successful,158,US,USD,2021-06-29 05:00:00+00:00,2021-10-21 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
499,2648,"Miranda, Gray and Hale",Programmable disintermediate matrices,5300,5300,successful,225,CH,CHF,2021-08-30 05:00:00+00:00,2021-12-03 06:00:00+00:00,True,False,film & video/shorts,film & video,shorts,subcat13
1439,2545,"Ayala, Crawford and Taylor",Realigned 5thgeneration knowledge user,4000,4000,failed,35,US,USD,2021-02-16 06:00:00+00:00,2022-01-17 06:00:00+00:00,True,False,food/food trucks,food,food trucks,subcat1
3130,3273,Martinez Ltd,Multi-layered upward-trending groupware,7300,7300,failed,63,US,USD,2020-10-31 05:00:00+00:00,2021-11-12 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1526,6155,Lee PLC,Re-contextualized leadingedge firmware,2000,2000,successful,65,US,USD,2021-02-02 06:00:00+00:00,2021-09-17 05:00:00+00:00,False,True,technology/wearables,technology,wearables,subcat9
1229,6064,"Young, Ramsey and Powell",Devolved disintermediate analyzer,8800,8800,successful,163,US,USD,2020-12-26 06:00:00+00:00,2021-09-07 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
780,1729,Lewis and Sons,Profound disintermediate open system,3500,3500,successful,85,US,USD,2021-05-12 05:00:00+00:00,2021-08-12 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
936,4969,Davis-Johnson,Automated reciprocal protocol,1400,1400,successful,217,US,USD,2020-08-22 05:00:00+00:00,2021-08-03 05:00:00+00:00,False,True,film & video/television,film & video,television,subcat20
2820,3402,Stevenson-Thompson,Automated static workforce,4200,4200,successful,150,US,USD,2021-01-25 06:00:00+00:00,2021-02-21 06:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
3118,2810,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,81000,81000,successful,3272,US,USD,2021-07-01 05:00:00+00:00,2021-10-21 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
750,2217,Jackson-Brown,Versatile 5thgeneration matrices,182800,182800,canceled,898,US,USD,2021-06-28 05:00:00+00:00,2021-12-17 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
2948,5140,"Kane, Pruitt and Rivera",Cross-platform next generation service-desk,4800,4800,successful,300,US,USD,2021-11-23 06:00:00+00:00,2022-01-14 06:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
1818,4497,"Wood, Buckley and Meza",Front-line web-enabled installation,7000,7000,successful,126,US,USD,2020-09-23 05:00:00+00:00,2021-04-29 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1715,5100,Brown-Williams,Multi-channeled responsive product,161900,161900,failed,526,US,USD,2020-06-08 05:00:00+00:00,2021-04-07 05:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
2667,3390,Hansen-Austin,Adaptive demand-driven encryption,7700,7700,failed,121,US,USD,2020-05-11 05:00:00+00:00,2021-03-18 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2818,1926,Santana-George,Re-engineered client-driven knowledge user,71500,71500,successful,2320,US,USD,2021-03-16 05:00:00+00:00,2021-06-26 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
175,3264,Davis LLC,Compatible logistical paradigm,4700,4700,successful,81,AU,AUD,2021-08-22 05:00:00+00:00,2021-10-12 05:00:00+00:00,False,False,film & video/science fiction,film & video,science fiction,subcat23
2701,2573,"Vazquez, Ochoa and Clark",Intuitive value-added installation,42100,42100,successful,1887,US,USD,2020-07-17 05:00:00+00:00,2021-04-11 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
338,3628,Chung-Nguyen,Managed discrete parallelism,40200,40200,successful,4358,US,USD,2020-03-21 05:00:00+00:00,2021-03-07 06:00:00+00:00,False,True,photography/photography books,photography,photography books,subcat15
1372,3826,Mueller-Harmon,Implemented tangible approach,7900,7900,failed,67,US,USD,2020-12-25 06:00:00+00:00,2021-12-16 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
399,5983,"Dixon, Perez and Banks",Re-engineered encompassing definition,8300,8300,failed,57,CA,CAD,2021-12-29 06:00:00+00:00,2022-01-16 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
2734,5678,Estrada Group,Multi-lateral uniform collaboration,163600,163600,failed,1229,US,USD,2020-11-08 06:00:00+00:00,2021-01-22 06:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
2663,2093,Lutz Group,Enterprise-wide foreground paradigm,2700,2700,failed,12,IT,EUR,2020-09-07 05:00:00+00:00,2021-07-05 05:00:00+00:00,False,False,music/metal,music,metal,subcat17
2951,5333,Ortiz Inc,Stand-alone incremental parallelism,1000,1000,successful,53,US,USD,2021-02-27 06:00:00+00:00,2021-03-03 06:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
733,5139,"Craig, Ellis and Miller",Persevering 5thgeneration throughput,84500,84500,successful,2414,US,USD,2021-01-11 06:00:00+00:00,2021-06-17 05:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
374,3173,Charles Inc,Implemented object-oriented synergy,81300,81300,failed,452,US,USD,2020-12-24 06:00:00+00:00,2021-12-18 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
1949,3333,White-Rosario,Balanced demand-driven definition,800,800,successful,80,US,USD,2021-01-18 06:00:00+00:00,2021-09-25 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
48,2262,Simmons-Villarreal,Customer-focused mobile Graphic Interface,3400,3400,successful,193,US,USD,2020-06-26 05:00:00+00:00,2021-06-10 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
3020,1531,Strickland Group,Horizontal secondary interface,170800,170800,failed,1886,US,USD,2020-05-17 05:00:00+00:00,2021-04-25 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
749,4881,Lynch Ltd,Virtual analyzing collaboration,1800,1800,successful,52,US,USD,2020-06-12 05:00:00+00:00,2021-04-30 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1336,3928,Sanders LLC,Multi-tiered explicit focus group,150600,150600,failed,1825,US,USD,2021-02-01 06:00:00+00:00,2022-01-16 06:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
